Name,Flux_70
G328.9480+00.5709,5.992000
G328.9580+00.5671,656.060000
G328.9842-00.4361,32.051000
G329.0663-00.3081,189.204000
G329.2464+00.3602,34.133000
G329.3371+00.1469,5704.600000
G329.3402-00.6436,18.265000
G329.4211-00.1631,143.612000
G329.4761+00.8414,405.208000
G329.4925+00.8308,10.254000
G330.0392-00.0586,87.704000
G330.1487-00.2232,1.917000
G330.2845+00.4933,316.653000
G330.4720-01.2881,11.356000
G330.5821-01.4303,3.897000
G330.7167-00.4366,15.236000
G330.7223+00.1779,4.058000
G330.8768-00.3836,375.818000
G330.9288-00.4070,193.108000
G330.9544-00.1817,10014.900000
G331.0439-00.1661,34.539000
G331.0931-00.1303,111.657000
G331.0967-00.6433,5.301000
G331.1194-00.4955,140.704000
G331.1277-00.4814,173.617000
G331.1282-00.2436,422.094000
G331.1465+00.1343,113.909000
G331.1678-00.4580,242.076000
G331.2401+01.0616,129.560000
G331.3312-00.3316,33.908000
G331.3532+01.1498,70.461000
G331.3582-00.0095,71.325000
G331.3751-00.0105,37.677000
G331.4117+00.0154,106.048000
G331.4181-00.3546,624.547000
G331.5198-00.0326,52.639000
G331.5259-00.0833,437.286000
G331.5383-00.3072,130.743000
G331.5487-00.5364,1.438000
G331.5651+00.2883,35.315000
G331.6035-00.1081,361.577000
G331.7278-01.0115,109.579000
G331.7434-00.0724,53.252000
G331.7953-00.0979,300.925000
G332.0939-00.4206,1259.970000
G332.1499-00.4245,35.973000
G332.1544-00.4487,1405.900000
G332.1575-00.4691,152.086000
G332.3165+00.0817,18.011000
G332.3568-00.2525,1.091000
G332.4606-00.0826,7.741000
G332.5438-00.1277,205.447000
G332.5984+00.4741,3.236000
G332.6925+00.1479,14.446000
G332.7673-00.0069,101.175000
G332.7867-00.2404,40.026000
G332.8151-00.6543,15.387000
G332.9868-00.4871,553.498000
G333.0299-00.0645,502.723000
G333.0462-00.5643,17.835000
G333.0682-00.4461,1563.890000
G333.0926-00.4615,98.153000
G333.1153+00.0950,17.035000
G333.1256-00.4367,1252.930000
G333.1969-00.4352,85.497000
G333.2008-00.9280,19.000000
G333.2636-00.2948,63.430000
G333.2880-00.3907,1394.940000
G333.3072-00.3666,2187.950000
G333.3151+00.1053,444.407000
G333.3401-00.1273,201.828000
G333.3833+00.9198,9.379000
G333.4747-00.2366,49.797000
G333.5779-00.0886,9.228000
G333.5792-00.0735,33.695000
G333.5924-00.0719,47.649000
G333.5974-00.1675,16.974000
G333.6032-00.2184,2951.630000
G333.6227-00.2493,117.901000
G333.6244-00.0751,27.856000
G333.6266-00.2552,14.321000
G333.6302-00.2558,228.709000
G333.6501-00.1821,61.857000
G333.6588-00.2175,47.221000
G333.6788-00.4344,118.836000
G333.7339-00.4267,247.888000
G333.7608-00.2253,25.386000
G333.9255-00.1042,7.093000
G333.9305-00.1319,78.784000
G333.9772+00.4424,3.248000
G334.0256-00.0502,115.457000
G334.1602-00.0604,26.292000
G334.1951+00.1907,68.375000
G334.2019+00.1872,54.076000
G334.3272-00.2884,109.334000
G334.3417+00.0455,244.164000
G334.3602+00.0579,2.250000
G334.7202+00.1762,7.174000
G334.7225-00.6539,221.055000
G334.7302+00.0052,111.262000
G335.1416+00.4939,10.162000
G335.1972-00.3884,95.815000
G335.3305+00.4121,92.283000
G335.3910-00.2902,104.087000
G335.4909-00.4137,6.301000
G335.5783-00.2075,76.573000
G335.6052+00.0423,2.620000
G335.7288-00.0966,49.411000
G335.9462+00.0296,70.207000
G335.9462-01.3540,6.255000
G335.9960-00.8532,0.797000
G336.0753-01.0835,28.979000
G336.0778+00.0361,80.961000
G336.2344+00.5067,31.116000
G336.2822-00.0512,19.479000
G336.4070-00.2502,103.848000
G336.4130+00.0292,18.535000
G336.4524-00.0538,2.195000
G336.4822+00.0942,17.561000
G336.5396-00.1819,108.551000
G336.5488-00.2081,94.815000
G336.6445-00.6953,78.968000
G336.6503-00.2197,1.376000
G336.6964+00.0268,173.213000
G336.7416+00.0554,39.115000
G336.7725+00.2463,80.013000
G336.7975+00.0308,130.507000
G336.8308-00.3752,130.369000
G336.8359-00.0307,30.342000
G336.8399+00.0001,106.577000
G336.8455-00.0096,77.117000
G336.8654+00.0182,82.385000
G336.8877+00.0483,287.351000
G336.9842-00.1835,427.665000
G337.0028-00.0303,47.605000
G337.0047+00.3226,352.917000
G337.0470-00.0011,84.769000
G337.0780-00.1867,5.018000
G337.0924-00.0597,27.153000
G337.0963-00.9291,224.771000
G337.1555-00.3951,61.979000
G337.1874-00.0589,217.252000
G337.1905-00.1194,27.003000
G337.2802-00.1596,113.270000
G337.2845-00.1137,102.575000
G337.6175-00.0618,276.997000
G337.6651-00.1750,300.952000
G337.6896-00.3463,21.574000
G337.7190+00.3501,6.492000
G337.8442-00.3748,1115.510000
G337.9266-00.4588,2096.220000
G337.9704-00.4582,2.173000
G337.9715+00.0908,93.127000
G337.9896+01.1341,2.185000
G337.9947+00.0770,264.753000
G337.9955-00.0963,29.205000
G338.0074+00.0177,268.305000
G338.0641-00.0690,103.990000
G338.2231+00.4606,2.383000
G338.2253-00.5094,112.469000
G338.2642-00.3632,37.521000
G338.2900-00.3729,59.927000
G338.3214+00.1983,44.515000
G338.3253+00.1541,158.912000
G338.3403+00.1283,74.901000
G338.3581-00.0252,87.293000
G338.3583+00.0570,1.844000
G338.3667-00.0971,35.832000
G338.3739-00.1519,156.806000
G338.3767+00.0902,12.872000
G338.3873+00.7249,0.782000
G338.3978+00.0721,35.684000
G338.3996-00.4074,94.400000
G338.4033+00.0338,79.822000
G338.4050-00.2033,465.166000
G338.4090+00.1837,205.643000
G338.4357+00.0591,1183.490000
G338.4450+00.0286,120.789000
G338.4605-00.2584,169.377000
G338.4951+00.0743,86.202000
G338.6281+00.1399,14.351000
G338.6811-00.0844,284.047000
G338.7023+00.6435,10.847000
G338.8806+00.5339,64.516000
G338.8872+00.5963,141.551000
G338.9124+00.5729,66.317000
G338.9173+00.3824,337.502000
G338.9196+00.5495,979.080000
G338.9217+00.6233,251.119000
G338.9341-00.0623,264.350000
G339.0596+00.1224,0.838000
G339.1052+00.1490,317.958000
G339.2098+00.0857,84.252000
G339.3316+00.0964,56.972000
G339.3940-00.4084,17.176000
G339.5090+00.6584,6.245000
G339.5472-00.3875,11.611000
G339.5578-00.4171,5.725000
G339.5664-00.0866,66.587000
G339.5809+00.0845,260.305000
G339.5836-00.1265,27.194000
G339.6221-00.1209,872.426000
G339.7475+00.0947,115.663000
G339.8941-00.3419,7.760000
G339.9267-00.0837,119.645000
G339.9489-00.5401,399.088000
G339.9797-00.5391,532.642000
G340.0511-00.2334,133.709000
G340.1412-01.0532,6.594000
G340.1537+00.5116,11.853000
G340.2480-00.3725,864.192000
G340.2490-00.0460,978.396000
G340.2768-00.2104,132.986000
G340.3314-00.2733,29.142000
G340.3613+01.1713,1.931000
G340.4214-00.0230,11.869000
G340.5050+00.3153,6.043000
G340.5392+00.7661,3.991000
G340.7455-01.0021,525.318000
G340.8610-00.8777,15.832000
G341.2105-00.2325,241.644000
G341.2182-00.2136,599.438000
G341.2664-00.3505,1.863000
G341.2753-00.7199,1.656000
G341.4407+00.2980,11.568000
G341.9375+00.7731,0.949000
G342.0691-00.1454,1.518000
G342.1467+00.0109,23.274000
G342.2263-00.3801,13.817000
G342.3586+00.1060,212.833000
G342.3855+00.1224,111.693000
G342.3891-00.0723,11.072000
G342.7748-00.0882,25.502000
G342.8089-00.3825,4.993000
G342.8614-00.5274,0.748000
G342.9583-00.3180,92.434000
G343.3670-00.2334,20.997000
G343.4733-00.0027,2.446000
G343.5024-00.0145,1024.050000
G343.5213-00.5171,311.249000
G343.5928-00.1523,27.516000
G343.6489-00.1842,48.116000
G343.9033-00.6713,96.558000
G344.1068-00.6688,24.585000
G344.2207-00.5953,1548.770000
G344.3132-01.1177,1.922000
G344.3976+00.0533,53.614000
G344.5043+00.0512,0.538000
G344.5337-00.4196,44.682000
G344.5818-00.0232,815.212000
G344.6608+00.3401,41.343000
G344.8532+00.7985,0.400000
G344.9293+00.0136,195.452000
G344.9898-00.2764,238.455000
G345.2124+01.0233,315.439000
G345.3766-00.9023,114.141000
G345.4800+00.1392,9.293000
G345.4891+00.3969,2.818000
G345.5043+00.3480,3330.600000
G345.5928-00.0541,150.063000
G345.6985-00.0894,194.850000
G345.7198+00.1492,144.901000
G345.8044+00.0481,147.675000
G345.9561+00.6123,14.912000
G346.1544+00.0422,16.941000
G346.2331-00.3197,153.428000
G346.3273+00.1251,34.093000
G346.5235+00.0839,356.833000
G346.9409-00.3142,17.719000
G346.9951+00.4074,0.312000
G347.0775-00.3927,25.882000
G347.0971+00.2000,7.532000
G347.2667+00.0203,109.345000
G347.2981+00.2830,3.642000
G347.3054+00.0153,107.563000
G347.3100-00.1095,6.192000
G347.6031+00.2065,224.469000
G347.6162+00.1517,247.993000
G347.6236+00.1251,42.657000
G347.6438+00.1650,78.548000
G347.7631-00.7107,2.322000
G347.7715+00.1295,6.264000
G347.8252-00.0657,63.811000
G347.8410+00.2472,64.009000
G347.8944-00.1713,69.191000
G347.9182-00.7611,131.415000
G347.9450+00.3524,8.439000
G347.9742-00.4508,10.403000
G348.0030+00.0728,106.247000
G348.0679+00.2043,2.268000
G348.0688+00.1643,47.039000
G348.2987+00.0970,6.113000
G348.5312-00.9714,410.686000
G348.5316-00.6651,4.884000
G348.6132-00.9096,191.704000
G348.6600-01.0446,153.785000
G348.6682-00.7147,10.498000
G348.6855-01.0364,194.749000
G348.7121+00.3279,113.187000
G348.8683-00.5534,0.935000
G348.9412-00.1081,8.187000
G348.9904+01.5148,0.394000
G349.0944+00.0807,40.616000
G349.1137+00.4316,2.000000
G349.1191-00.4424,8.800000
G349.1469-00.9765,49.245000
G349.1772+00.0277,8.478000
G349.2866+00.4602,2.027000
G349.3274+00.0202,21.001000
G349.3514-00.2114,99.969000
G349.3747-00.6404,1.989000
G349.5090+01.0555,756.557000
G349.5166-00.5247,1.788000
G349.5318-00.3781,1.642000
G349.5338+00.2441,1.105000
G349.6750+00.3194,1.078000
G349.8038-00.3209,33.998000
G349.8101-00.1775,1.836000
G349.8135-00.5618,13.561000
